,ID,Culture,Category,output
620,5865939284276812453_0,"('Indonesian', 'Indonesia')",People and everyday life,The image shows three individuals standing on a bench with a checkered pattern floor. The individuals are dressed in colorful and casual clothing. One person is bending
621,5865925454278343716_0,"('Filipino', 'Philippines')",Public Figure and pop culture,The image best represents the Chinese culture.
622,5865939264279727106_0,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Chinese
623,5865939274279510553_1,"('Indonesian', 'Indonesia')",Public Figure and pop culture,Japanese
624,5865939224277019300_0,"('Sundanese', 'Indonesia')",Cooking and food,"The image shows a hand holding a small, white. 
- It's a paper bag, with two. 
- Small, white."
625,5948826606362923652_1,"('Japanese', 'Japan')",Traditions / art / history,Minangkabau
626,5865784474274838203_2,"('Mongolian', 'Mongolia')",Plants and animal,Japanese
627,5865925444274604481_0,"('Filipino', 'Philippines')",People and everyday life,Filipino
628,5865752674271105659_2,"('Malay', 'Malaysia')",Plants and animal,Japanese
629,5865939224275596310_1,"('Sundanese', 'Indonesia')",Public Figure and pop culture,Japanese
630,5865910674273371038_1,"('Chinese', 'China')",Public Figure and pop culture,The image best represents Chinese culture.
631,5919326634279016929_0,"('Minangkabau', 'Indonesia')",Brands / products / companies,"- Filipino
- Minangkabau
- Sundanese
- Filipino
- Minangkabau
- Sundanese
- Filipino
-"
632,5920943054274239219_1,"('Urdu', 'India')",Traditions / art / history,The image best represents Indian culture.
633,5879911028653106919_1,"('Bengali', 'India')",Public Figure and pop culture,The image best represents Bengali culture.
634,5920593844275805534_0,"('Tamil', 'India')",Plants and animal,- Indonesian
635,5865940244277016196_1,"('Urdu', 'Pakistan')",People and everyday life,"- Filipino
- Marathi
- Filipino
- Sinhala
- Filipino
- Sinhala
- Filipino
- Marathi
"
636,5872152905347061680_0,"('Bengali', 'India')",Traditions / art / history,Hindi
637,5865940204276759617_1,"('Urdu', 'Pakistan')",Public Figure and pop culture,Hindi
638,5865687704276001832_0,"('Bengali', 'India')",Brands / products / companies,Japanese
639,5920942824278014421_1,"('Telugu', 'India')",Vehicles and Transportation,- 1967
640,5865910674272329281_1,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
641,5919326634276757983_1,"('Minangkabau', 'Indonesia')",People and everyday life,"The image shows a group of people gathered around a table, with their hands stacked on top of each other's fingers, forming a heart shape. The"
642,5865910674276140013_0,"('Chinese', 'China')",Traditions / art / history,The image shows a statue of a person holding a bowl. The statue is made of stone and is located in a room with a high ceiling. The
643,5865941064275453977_1,"('Chinese', 'Singapore')",Cooking and food,Japanese
644,5920942824273066974_1,"('Telugu', 'India')",Brands / products / companies,"The image shows a group of people, some of whom are blurred, and it is difficult to identify the specific objects in the image."
645,5865752664276876513_0,"('Malay', 'Malaysia')",Objects / materials / clothing,Japanese
646,5865687714273027689_1,"('Bengali', 'India')",Traditions / art / history,"The image shows a person dressed in a traditional outfit, likely from a cultural event or festival. The person's face is blurred for privacy. The setting"
647,5919991144278435745_1,"('Japanese', 'Japan')",Cooking and food,The image best represents Japanese culture.
648,5919326634277539777_1,"('Minangkabau', 'Indonesia')",Cooking and food,"[image]
[200000000. To make the most amazing food, in a
[20000"
649,5865910684277178595_0,"('Chinese', 'China')",Cooking and food,Japanese
650,5920942824279413648_2,"('Telugu', 'India')",Traditions / art / history,Hindi
651,5919991134274775659_0,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
652,5865743594273194106_0,"('Korean', 'South Korea')",Vehicles and Transportation,Japanese
653,5865743574275828431_0,"('Korean', 'South Korea')",Brands / products / companies,"- Marathi
- Marathi
- Marathi
- Marathi
- Marathi
- Marathi
- Marathi
- Mar"
654,5865910694271174498_0,"('Chinese', 'China')",Traditions / art / history,Chinese
655,5920943054275704684_0,"('Urdu', 'India')",Vehicles and Transportation,Indonesian
656,5865784464279120216_1,"('Mongolian', 'Mongolia')",Public Figure and pop culture,Chinese
657,5920593594273181073_0,"('Hindi', 'India')",Sports and recreation, These individuals are playing a game of badminton.
658,5865752664279122066_1,"('Malay', 'Malaysia')",Vehicles and Transportation,Japanese
659,5865939224274921551_2,"('Javanese', 'Indonesia')",Objects / materials / clothing,"- Маль.
- Мали.
- 2570
- 2560.
- 2570.
-"
660,5865940254279215725_0,"('Urdu', 'Pakistan')",Objects / materials / clothing,Hindi
661,6028345764275089009_1,"('Marathi', 'India')",People and everyday life,Japanese
662,5865939264273898963_0,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,"The image best represents ""Bengali."""
663,5919991134278627244_0,"('Japanese', 'Japan')",Traditions / art / history,Japanese
664,5922686065417118478_0,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,Japanese
665,5865925454271700718_2,"('Filipino', 'Philippines')",Brands / products / companies,- Javanese
666,5865940244271609338_1,"('Urdu', 'Pakistan')",People and everyday life,"This image depicts a scene from a market, possibly in a fishing village. The central figure, a fisherman, wearing a raincoat, is"
667,5920593594279170230_1,"('Hindi', 'India')",Cooking and food,The image best represents the Filipino culture.
668,5865743584278488292_1,"('Korean', 'South Korea')",Public Figure and pop culture,Japanese
669,5865752674271490340_0,"('Malay', 'Malaysia')",Traditions / art / history,Chinese
670,5920593594279022343_0,"('Hindi', 'India')",Public Figure and pop culture,Hindi
671,5920942824278193249_0,"('Telugu', 'India')",Geography / buildings / landmarks,Hindi
672,5922905015411700398_0,"('Sinhala', 'Sri_Lanka')",Public Figure and pop culture,The image best represents the culture of this individual is Bengali.
673,5865939234277346174_2,"('Javanese', 'Indonesia')",Traditions / art / history,The image shows a unique and intricate structure made from numerous brown objects that resemble croquet. This installation is likely designed to create a sense visual and tactile
674,5865752674274617852_0,"('Malay', 'Malaysia')",Geography / buildings / landmarks,Malay
675,5865939264273002683_0,"('Javanese', 'Indonesia')",Traditions / art / history,Japanese
676,5865940244275115975_0,"('Urdu', 'Pakistan')",Cooking and food,Bengali
677,5865910664272956357_0,"('Chinese', 'China')",Traditions / art / history,The image best represents Chinese culture.
678,5865910664279066936_1,"('Chinese', 'China')",Traditions / art / history,Chinese
679,5920593854272518895_1,"('Tamil', 'India')",Cooking and food,"- Hindi
- Japanese
- Hindi
- Japanese
- Sinhala
- Japanese
- Sinhala
- Japanese
- S"
680,5865784464279850640_1,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Japanese
681,5865939274278571908_1,"('Indonesian', 'Indonesia')",Public Figure and pop culture,Filipino
682,5922702995411732322_0,"('Sinhala', 'Sri_Lanka')",Plants and animal,Japanese
683,5878705002119761083_1,"('Bengali', 'India')",Geography / buildings / landmarks,"- Sinhala
- Sinhala
- Sinhala
-- Sinhala
- Sinhala
-- Sinh"
684,5865939254275291341_0,"('Indonesian', 'Indonesia')",People and everyday life,"- 12
- 13
- 14
- 15
- 16
- 17
"
685,5865940244274066894_1,"('Urdu', 'Pakistan')",Objects / materials / clothing,"The image depicts a person sitting on the ground with various household items spread out before them. This includes mugs, a blanket, and other miscell"
686,5865939214273399065_2,"('Sundanese', 'Indonesia')",Objects / materials / clothing,"- Маль.
- Мали.
- 2570
- 2560.
- 2570.
-"
687,5920942834275966334_1,"('Telugu', 'India')",Traditions / art / history,Bengali
688,5919991134272049218_1,"('Japanese', 'Japan')",Objects / materials / clothing,Japanese
689,5865939244272922213_1,"('Sundanese', 'Indonesia')",Cooking and food,The image best represents the **Japanese** culture. This is evident from the presentation style and the inclusion of wasabi (Japanese horseradish) in
690,5865939254274548565_0,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,Japanese
691,5899916152746916413_0,"('Minangkabau', 'Indonesia')",Cooking and food,Malay
692,5920593834277699378_1,"('Tamil', 'India')",Public Figure and pop culture,"The image best represents the **Asian** culture, which is a reference to Asian cultures."
693,5865784464273661879_0,"('Mongolian', 'Mongolia')",Plants and animal,Japanese
694,5865940254278945279_1,"('Urdu', 'Pakistan')",Cooking and food,The image best represents a Bengali culture.
695,5865939224277087532_0,"('Javanese', 'Indonesia')",Vehicles and Transportation,Japanese
696,5865939214272019378_0,"('Sundanese', 'Indonesia')",Cooking and food,"- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
"
697,5865687714278226255_1,"('Bengali', 'India')",Cooking and food,"- 
- 
- 
- 
- 
- 
- 
- 
- 
- 
"
698,5948825686361576639_0,"('Japanese', 'Japan')",People and everyday life,Chinese
699,5865687714278194211_0,"('Bengali', 'India')",Public Figure and pop culture,The image shows a large statue of a person pointing towards the sky. The statue is surrounded by lush green trees and is near a body of water
700,5865941054277052149_1,"('Chinese', 'Singapore')",Public Figure and pop culture,Filipino
701,5865752664275724232_1,"('Malay', 'Malaysia')",Cooking and food,Japanese
702,5920942824273788664_2,"('Telugu', 'India')",Cooking and food,Chinese
703,5865687704275894395_1,"('Bengali', 'India')",People and everyday life,"The image best represents a vibrant and colorful celebration of Holi, a significant cultural festival observed by various Asian communities. The event is marked by participants dressed"
704,5922885495416557009_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,
705,5865687724271839516_2,"('Bengali', 'India')",Cooking and food,"The image best represents ""Bengali."""
706,5865752664277060981_0,"('Malay', 'Malaysia')",Objects / materials / clothing,Javanese
707,5899639252743683864_2,"('Minangkabau', 'Indonesia')",Cooking and food,The image depicts a bowl of **Bibingka** placed on a tablecloth with a purple and gold checkered tablecloth.
708,5865784474273731688_0,"('Mongolian', 'Mongolia')",Plants and animal,Mongolian
709,5865743574271062023_1,"('Korean', 'South Korea')",Objects / materials / clothing,Japanese
710,5920593604272577228_0,"('Hindi', 'India')",Cooking and food,"The image best represents **Japanese** culture. The dish in the image appears to be a type of Japanese food, likely a savory or pancake"
711,5865940244277951884_0,"('Urdu', 'Pakistan')",Brands / products / companies,"- 
- 
- 
- 
- 
- 
- 
- 
- 
- 
"
712,5920593724275943597_1,"('Marathi', 'India')",Cooking and food,The image best represents the Filipino culture.
713,5865752664274256646_1,"('Malay', 'Malaysia')",Traditions / art / history,Indonesian
714,5865910684279851445_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
715,5865940254277119369_1,"('Urdu', 'Pakistan')",Plants and animal,Japanese
716,5865939264275046740_1,"('Indonesian', 'Indonesia')",Traditions / art / history,Bengali
717,5865941064274532434_1,"('Chinese', 'Singapore')",Geography / buildings / landmarks,- Malay
718,5920593724277813787_0,"('Marathi', 'India')",Traditions / art / history,"The image depicts an intricate and elaborate sculpture or artwork, likely made of materials such as wood or stone, featuring a large, ornate wheel with various"
719,5922635005413899263_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,Indonesian
720,5865687724277234380_1,"('Bengali', 'India')",Plants and animal,The image best represents **Hindu** culture.
721,5865941044271841844_0,"('Chinese', 'Singapore')",People and everyday life,"- 
- 1
- 1
- 1
- 1
- 1
- 1
- 1"
722,5920942814273584832_0,"('Telugu', 'India')",Vehicles and Transportation,"The image shows a scene from a movie set, possibly related to a war theme or a historical event. It features two large, rusted, military"
723,5920593594278226910_0,"('Hindi', 'India')",Public Figure and pop culture,"The image best represents ""Bengali."""
724,5865939254271993859_1,"('Indonesian', 'Indonesia')",Cooking and food,The image best represents a dish from the Filipino culture.
725,5865752674277796098_0,"('Malay', 'Malaysia')",Objects / materials / clothing,The image best represents the Bengali culture.
726,5865687704278215099_2,"('Bengali', 'India')",Public Figure and pop culture,Japanese
727,5920943074277625697_1,"('Urdu', 'India')",Cooking and food,"The image shows a colorful array of drinks in cups, each filled with different colored layers of flavored syrup and topped with candy. The drinks are arranged"
728,5920943054272757261_1,"('Urdu', 'India')",Public Figure and pop culture,Hindi
729,5865939224274762645_2,"('Javanese', 'Indonesia')",Cooking and food,The image shows a type of food called **Monkey Bread**. It is a sweet bread topped with caramelized sugar and served in a red plate
730,5865687714273570344_0,"('Bengali', 'India')",Traditions / art / history,Indonesian
731,5919991134279771714_0,"('Japanese', 'Japan')",Objects / materials / clothing,Japanese
732,5865939274277170937_0,"('Indonesian', 'Indonesia')",Vehicles and Transportation,"- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
"
